Easting,Northing,Tree_ID,Year,Nests_Removed
519687,172902,,2019,2
519686,171022,,2019,5
519686,171719,,2019,7
519686,172907,,2019,8
519685,171840,,2019,1
519684,172020,,2019,2
519682,171013,,2019,3
519680,171989,,2019,3
519680,172931,,2019,4
519679,171021,,2019,3
519679,172876,,2019,6
519678,172918,,2019,1
519675,171000,,2019,4
519673,171985,,2019,5
519671,171021,,2019,1
519671,172002,,2019,3
519669,171985,,2019,5
519668,172867,,2019,1
519668,172877,,2019,3
519667,172011,,2019,5
519666,171012,,2019,4
519664,171020,,2019,2
519663,171975,,2019,3
519663,172886,,2019,5
519662,171996,,2019,1
519662,173237,,2019,3
519661,173861,,2019,4
519660,173866,,2019,3
519658,172895,,2019,3
519657,171848,,2019,3
519657,172003,,2019,3
519656,172878,,2019,6
519655,172860,,2019,4
519650,173862,,2019,3
519649,171880,,2019,1
519646,172020,,2019,5
519646,172869,,2019,5
519646,174035,,2019,11
519641,172715,,2019,9
519640,171865,,2019,1
519639,171064,,2019,3
519639,171994,,2019,3
519638,171202,,2019,1
519638,172703,,2019,6
519634,171837,,2019,2
519633,171724,,2019,2
519631,170776,,2019,5
519630,171779,,2019,5
519628,170793,,2019,2
519626,171047,,2019,6
519626,171821,,2019,1
519625,171068,,2019,1
519625,172882,,2019,6
519624,170824,,2019,3
519624,171024,,2019,4
519622,171026,,2019,1
519621,171705,,2019,7
519620,172697,,2019,4
519619,172710,,2019,7
519618,171001,,2019,4
519617,171730,,2019,7
519615,171021,,2019,1
519611,171030,,2019,1
519609,171838,,2019,2
519608,171793,,2019,14
519605,171008,,2019,5
519604,171019,,2019,3
519603,173838,,2019,8
519599,172695,,2019,8
519598,172713,,2019,5
519598,173426,,2019,10
519597,172865,,2019,4
519596,171933,,2019,2
519596,172600,,2019,11
519596,172877,,2019,5
519595,173844,,2019,6
519594,173835,,2019,8
519593,172812,,2019,3
519592,170906,,2019,1
519592,172754,,2019,8
519590,172707,,2019,1
519588,170909,,2019,7
519587,172574,,2019,13
519587,172683,,2019,1
519587,172699,,2019,9
519587,172745,,2019,2
519584,172794,,2019,3
519584,172855,,2019,9
519582,171867,,2019,3
519580,170836,,2019,2
519580,170850,,2019,2
519579,172754,,2019,2
519579,172822,,2019,6
519578,172646,,2019,2
519578,172842,,2019,8
519576,170908,,2019,7
519576,173435,,2019,8
519574,171574,,2019,1
519574,172670,,2019,4
519573,172692,,2019,6
519571,171949,,2019,2
519571,172691,,2019,4
519567,170849,,2019,1
519567,171098,,2019,5
519567,173788,,2019,2
519565,171588,,2019,7
519564,171095,,2019,3
519562,172692,,2019,3
519560,172664,,2019,15
519560,173449,,2019,20
519560,173460,,2019,14
519559,172748,,2019,6
519558,171168,,2019,2
519558,172703,,2019,6
519555,173442,,2019,3
519554,172629,,2019,23
519554,172802,,2019,2
519554,174116,,2019,1
519553,173792,,2019,5
519550,173452,,2019,25
519549,172687,,2019,16
519549,172744,,2019,1
519547,172646,,2019,19
519547,173453,,2019,10
519545,171601,,2019,16
519545,172808,,2019,3
519545,173476,,2019,31
519544,172819,,2019,12
519544,173461,,2019,6
519542,171931,,2019,3
519539,172764,,2019,3
519538,172689,,2019,5
519538,173472,,2019,6
519535,173472,,2019,9
519532,172583,,2019,5
519529,172693,,2019,1
519529,173465,,2019,1
519528,173486,,2019,11
519526,172637,,2019,8
519526,173477,,2019,12
519525,173473,,2019,21
519524,172689,,2019,3
519521,172561,,2019,15
519521,173765,,2019,11
519520,172693,,2019,5
519518,173484,,2019,11
519517,172648,,2019,8
519515,173933,,2019,1
519515,173938,,2019,5
519512,170726,,2019,4
519508,172565,,2019,8
519507,171121,,2019,3
519507,172581,,2019,17
519503,172655,,2019,12
519503,174129,,2019,4
519502,173378,,2019,2
519501,170722,,2019,4
519501,172703,,2019,3
519500,172790,,2019,14
519499,172560,,2019,41
519499,172706,,2019,2
519499,172761,,2019,3
519498,173406,,2019,16
519498,173819,,2019,4
519497,173810,,2019,1
519496,171141,,2019,9
519495,172572,,2019,18
519494,173487,,2019,5
519493,172574,,2019,14
519493,172790,,2019,10
519493,173393,,2019,1
519493,173497,,2019,14
519492,173370,,2019,4
519491,171135,,2019,9
519491,172636,,2019,15
519491,172748,,2019,19
519490,172770,,2019,17
519487,173380,,2019,11
519486,171026,,2019,4
519485,172733,,2019,5
519484,172763,,2019,19
519483,171045,,2019,6
519483,173493,,2019,25
519482,173499,,2019,23
519481,173362,,2019,6
519480,172532,,2019,11
519479,173849,,2019,24
519477,172723,,2019,8
519476,173395,,2019,11
519474,172634,,2019,23
519474,173358,,2019,20
519472,173369,,2019,6
519472,173929,,2019,2
519471,172719,,2019,4
519471,172828,,2019,3
519470,173415,,2019,2
519469,172606,,2019,20
519469,173388,,2019,8
519464,172829,,2019,1
519463,173491,,2019,8
519463,173503,,2019,3
519461,172620,,2019,15
519461,172700,,2019,10
519460,173372,,2019,8
519460,173394,,2019,2
519458,173899,,2019,2
519458,174146,,2019,1
519456,174130,,2019,3
519455,174279,,2019,6
519454,172531,,2019,17
519454,173627,,2019,1
519453,173638,,2019,13
519452,172635,,2019,10
519452,173495,,2019,6
519450,173387,,2019,12
519450,173851,,2019,2
519449,172506,,2019,13
519448,173418,,2019,6
519447,173426,,2019,12
519447,173662,,2019,19
519447,173727,,2019,3
519444,173647,,2019,2
519443,172528,,2019,24
519443,172812,,2019,12
519441,173496,,2019,23
519440,172536,,2019,3
519440,173508,,2019,17
519440,173647,,2019,2
519440,174298,,2019,9
519440,174322,,2019,1
519439,173636,,2019,2
519438,173625,,2019,6
519437,174075,,2019,11
519435,173498,,2019,13
519434,174263,,2019,7
519433,173403,,2019,15
519432,172785,,2019,8
519428,173634,,2019,16
519427,173426,,2019,8
519425,173410,,2019,29
519423,172538,,2019,3
519420,172538,,2019,6
519418,173500,,2019,1
519418,173784,,2019,6
519417,174207,,2019,5
519416,170721,,2019,2
519415,173771,,2019,4
519413,173628,,2019,46
519412,172777,,2019,11
519410,172549,,2019,8
519408,172658,,2019,38
519407,172541,,2019,20
519407,173783,,2019,8
519406,172554,,2019,22
519400,172550,,2019,7
519399,174367,,2019,1
519396,173698,,2019,3
519395,172648,,2019,20
519395,173700,,2019,3
519395,174404,,2019,3
519394,172815,,2019,32
519392,172552,,2019,6
519389,172560,,2019,5
519383,172650,,2019,1
519382,174346,,2019,1
519381,172570,,2019,11
519380,172559,,2019,7
519380,172641,,2019,16
519372,171294,,2019,3
519370,172570,,2019,8
519369,172543,,2019,18
519364,172522,,2019,15
519360,173722,,2019,4
519359,172566,,2019,11
519358,172575,,2019,16
519357,172479,,2019,11
519356,172549,,2019,41
519354,173711,,2019,15
519336,174335,,2019,2
519335,174343,,2019,1
519331,172460,,2019,19
519327,172467,,2019,5
519322,172472,,2019,22
519314,172687,,2019,33
519314,172694,,2019,61
519311,172479,,2019,17
519310,172470,,2019,35
519310,173770,,2019,1
519309,173747,,2019,3
519308,173747,,2019,1
519307,173750,,2019,4
519305,174336,,2019,2
519304,172533,,2019,67
519304,172694,,2019,22
519303,172498,,2019,6
519303,172500,,2019,15
519302,171334,,2019,10
519296,171903,,2019,13
519292,173773,,2019,8
519291,172693,,2019,38
519290,173760,,2019,9
519281,173762,,2019,3
519280,171340,,2019,5
519280,172699,,2019,56
519272,174052,,2019,1
519267,171308,,2019,7
519244,172815,,2019,4
519242,171349,,2019,2
519241,174063,,2019,2
519237,171085,,2019,2
519234,171393,,2019,3
519233,174088,,2019,2
519231,174045,,2019,1
519228,171341,,2019,4
519222,174036,,2019,11
519213,171437,,2019,6
519212,172297,,2019,9
519212,172313,,2019,4
519211,174098,,2019,2
519208,174013,,2019,12
519208,174088,,2019,10
519206,172660,,2019,7
519206,173851,,2019,1
519205,172281,,2019,15
519203,172660,,2019,11
519200,172676,,2019,2
519199,171145,,2019,1
519199,171794,,2019,27
519199,172680,,2019,2
519199,172692,,2019,3
519198,172596,,2019,14
519195,172596,,2019,13
519193,170782,,2019,2
519193,172297,,2019,3
519189,170779,,2019,1
519189,171465,,2019,4
519187,172292,,2019,3
519186,172286,,2019,11
519185,172755,,2019,3
519178,170785,,2019,1
519177,171751,,2019,1
519176,171219,,2019,7
519176,173900,,2019,2
519174,170831,,2019,1
519172,171723,,2019,1
519171,172681,,2019,4
519169,171497,,2019,1
519169,171731,,2019,5
519168,171508,,2019,1
519166,172662,,2019,20
519164,170787,,2019,1
519164,171721,,2019,1
519164,171723,,2019,2
519161,170825,,2019,2
519160,172556,,2019,37
519160,172673,,2019,10
519158,171187,,2019,5
519158,171804,,2019,9
519156,170920,,2019,2
519156,171706,,2019,3
519154,171524,,2019,2
519153,170840,,2019,1
519152,170886,,2019,1
519152,172667,,2019,3
519151,170896,,2019,1
519149,170835,,2019,3
519149,171516,,2019,3
519148,171189,,2019,1
519147,171698,,2019,2
519146,171962,,2019,8
519145,171225,,2019,1
519143,170920,,2019,1
519141,172647,,2019,13
519140,170746,,2019,1
519140,171696,,2019,3
519139,171807,,2019,8
519139,171970,,2019,25
519137,170937,,2019,3
519134,170919,,2019,2
519134,172562,,2019,8
519132,174364,,2019,6
519131,170959,,2019,3
519130,171337,,2019,1
519130,174348,,2019,2
519129,171544,,2019,3
519129,172677,,2019,11
519123,171568,,2019,4
519122,171543,,2019,2
519121,170988,,2019,1
519120,170797,,2019,4
519117,170993,,2019,1
519117,171507,,2019,5
519110,171001,,2019,5
519110,171662,,2019,1
519108,170951,,2019,2
519108,171575,,2019,9
519107,171019,,2019,2
519104,170939,,2019,1
519104,170976,,2019,1
519104,171022,,2019,3
519102,171349,,2019,1
519101,173772,,2019,9
519100,171622,,2019,4
519097,173763,,2019,51
519088,171480,,2019,4
519087,171015,,2019,3
519086,170965,,2019,2
519085,171641,,2019,8
519084,171027,,2019,3
519082,171013,,2019,2
519080,171644,,2019,3
519076,171039,,2019,1
519076,171056,,2019,1
519075,171059,,2019,1
519071,170959,,2019,1
519071,173767,,2019,10
519069,171018,,2019,2
519069,171029,,2019,3
519064,173770,,2019,18
519062,171060,,2019,1
519050,173776,,2019,6
519045,171079,,2019,2
519045,172633,,2019,15
519040,173775,,2019,9
519036,173774,,2019,18
519032,173782,,2019,3
519026,173777,,2019,5
519021,172593,,2019,14
519016,173773,,2019,3
519009,173772,,2019,9
518989,172114,,2019,1
518989,173782,,2019,19
518979,173775,,2019,31
518978,172848,,2019,4
518965,171805,,2019,1
518962,172512,,2019,8
518959,172564,,2019,34
518959,172830,,2019,4
518949,172242,,2019,4
518948,172240,,2019,2
518941,172497,,2019,24
518939,171775,,2019,4
518939,172535,,2019,19
518938,172180,,2019,5
518936,172255,,2019,12
518930,172828,,2019,5
518928,171819,,2019,4
518922,171770,,2019,1
518921,172249,,2019,7
518921,172306,,2019,5
518921,172342,,2019,12
518917,172348,,2019,8
518917,172633,,2019,34
518916,172391,,2019,9
518914,172815,,2019,3
518913,172279,,2019,3
518912,172336,,2019,6
518911,172550,,2019,21
518910,172808,,2019,4
518908,172240,,2019,5
518908,172465,,2019,18
518908,172466,,2019,7
518907,172221,,2019,7
518907,172297,,2019,9
518907,172357,,2019,19
518906,172397,,2019,16
518900,172345,,2019,14
518899,172256,,2019,2
518898,172321,,2019,5
518890,172406,,2019,22
518889,172819,,2019,7
518888,172429,,2019,14
518887,171726,,2019,1
518885,171724,,2019,1
518871,172492,,2019,6
518869,172524,,2019,4
518863,172586,,2019,4
518863,172611,,2019,2
518862,172512,,2019,9
518850,172546,,2019,14
518850,172564,,2019,4
518848,172633,,2019,7
518844,172618,,2019,4
518844,172743,,2019,26
518841,172754,,2019,5
518840,171900,,2019,5
518834,172753,,2019,8
518833,172551,,2019,5
518832,172760,,2019,5
518830,171895,,2019,1
518816,172611,,2019,8
518816,173210,,2019,1
518811,172638,,2019,7
518810,172725,,2019,9
518808,172691,,2019,3
518806,172716,,2019,2
518805,172606,,2019,6
518803,172696,,2019,4
518802,172658,,2019,12
518800,172651,,2019,7
518800,172725,,2019,3
518798,172634,,2019,2
518791,172655,,2019,5
518791,172711,,2019,1
518791,172737,,2019,6
518790,172689,,2019,2
518790,173155,,2019,12
518789,172713,,2019,2
518787,173255,,2019,6
518781,172677,,2019,4
518780,172912,,2019,1
518779,172727,,2019,1
518775,172760,,2019,1
518773,172812,,2019,4
518770,172460,,2019,2
518763,172766,,2019,1
518762,172448,,2019,5
518761,173253,,2019,4
518758,172808,,2019,3
518751,172562,,2019,1
518749,172461,,2019,7
518744,173141,,2019,1
518740,172548,,2019,8
518733,172453,,2019,2
518730,172802,,2019,1
518718,172465,,2019,1
518718,172688,,2019,4
518715,172780,,2019,6
518713,172581,,2019,2
518713,172600,,2019,3
518711,172838,,2019,2
518709,172801,,2019,1
518707,172572,,2019,8
518705,173036,,2019,2
518699,172554,,2019,7
518698,173579,,2019,2
518697,172868,,2019,2
518694,173082,,2019,1
518692,172589,,2019,1
518689,172607,,2019,9
518689,172926,,2019,6
518687,172930,,2019,8
518686,172525,,2019,3
518686,172776,,2019,2
518686,172782,,2019,1
518686,172811,,2019,1
518683,172554,,2019,2
518683,173074,,2019,1
518674,172591,,2019,4
518672,172609,,2019,1
518672,172853,,2019,2
518668,172639,,2019,2
518667,172618,,2019,12
518666,173538,,2019,3
518664,173571,,2019,3
518663,172844,,2019,7
518663,172864,,2019,1
518661,172858,,2019,1
518660,172875,,2019,2
518659,172718,,2019,4
518656,173313,,2019,1
518653,173176,,2019,4
518649,172734,,2019,1
518648,173867,,2019,2
518647,172835,,2019,1
518647,172931,,2019,1
518646,172572,,2019,9
518646,172926,,2019,1
518646,173533,,2019,2
518642,172553,,2019,6
518639,173507,,2019,1
518638,172748,,2019,1
518637,173553,,2019,1
518637,173603,,2019,3
518636,172941,,2019,1
518634,173657,,2019,11
518633,172924,,2019,1
518631,172931,,2019,1
518630,173636,,2019,6
518625,173848,,2019,2
518625,173848,,2019,3
518620,173641,,2019,17
518615,172777,,2019,2
518615,172953,,2019,2
518613,173181,,2019,2
518613,173357,,2019,2
518613,173454,,2019,1
518612,172603,,2019,9
518612,173174,,2019,4
518611,172767,,2019,1
518605,172704,,2019,2
518604,173188,,2019,4
518599,173346,,2019,4
518595,173600,,2019,6
518592,173589,,2019,5
518584,173795,,2019,1
518580,172834,,2019,2
518573,173816,,2019,3
518571,173687,,2019,1
518566,173629,,2019,16
518565,173728,,2019,2
518552,173710,,2019,2
518550,173780,,2019,1
518543,173717,,2019,1
518532,173739,,2019,4
518528,173639,,2019,1
518528,173653,,2019,5
518525,173721,,2019,3
518467,172695,,2019,2
518445,172721,,2019,9
518438,172755,,2019,7
518438,173487,,2019,9
518431,172734,,2019,4
518424,172759,,2019,2
518423,172735,,2019,14
518422,172758,,2019,5
518390,172753,,2019,30
518270,173070,,2019,1
518241,173151,,2019,26
518240,173151,,2019,8
522230,173161,,2020,2
522227,173170,,2020,1
521385,172985,,2020,4
521380,172505,,2020,5
521376,172510,,2020,3
521373,172564,,2020,3
521373,172994,,2020,1
521370,173001,,2020,1
521369,172366,,2020,3
521368,172988,,2020,4
521366,173093,,2020,4
521362,172558,,2020,2
521361,172512,,2020,4
521354,173468,,2020,18
521350,173618,,2020,1
521349,173372,,2020,2
521346,173120,,2020,2
521346,173364,,2020,1
521345,172346,,2020,1
521342,173448,,2020,2
521341,173570,,2020,1
521339,173315,,2020,1
521338,172346,,2020,1
521337,172354,,2020,1
521336,173827,,2020,1
521334,172769,,2020,1
521331,173143,,2020,2
521330,173248,,2020,4
521329,173399,,2020,2
521328,173146,,2020,2
521327,172391,,2020,3
521326,173070,,2020,1
521325,173646,,2020,2
521325,173652,,2020,6
521323,172382,,2020,1
521322,172371,,2020,3
521320,172967,,2020,3
521320,173123,,2020,2
521318,174110,,2020,1
521317,172398,,2020,3
521317,172994,,2020,2
521314,172979,,2020,1
521313,172408,,2020,1
521313,172875,,2020,1
521312,173159,,2020,2
521310,173076,,2020,2
521309,173063,,2020,7
521308,172405,,2020,1
521307,172412,,2020,1
521306,173030,,2020,1
521305,173017,,2020,1
521305,173160,,2020,1
521303,173501,,2020,17
521300,172898,,2020,1
521300,172960,,2020,1
521294,172456,,2020,2
521294,172624,,2020,1
521292,172534,,2020,4
521290,173613,,2020,4
521289,173534,,2020,3
521286,172687,,2020,1
521286,172859,,2020,4
521285,173488,,2020,23
521284,172632,,2020,1
521283,172443,,2020,1
521282,172677,,2020,1
521281,172351,,2020,4
521279,172608,,2020,2
521279,172837,,2020,2
521279,173239,,2020,5
521278,172701,,2020,2
521277,172599,,2020,2
521277,172830,,2020,1
521276,173507,,2020,4
521275,172534,,2020,17
521275,172689,,2020,1
521274,172724,,2020,2
521274,173592,,2020,12
521273,172934,,2020,4
521272,173066,,2020,5
521272,173261,,2020,3
521271,172573,,2020,3
521271,172736,,2020,1
521271,172763,,2020,2
521270,172587,,2020,4
521270,172623,,2020,1
521270,172699,,2020,1
521268,172646,,2020,2
521264,173084,,2020,1
521263,173392,,2020,4
521263,174135,,2020,2
521262,172355,,2020,5
521262,172403,,2020,2
521262,173519,,2020,1
521261,173332,,2020,6
521259,173508,,2020,2
521256,172311,,2020,1
521255,174172,,2020,2
521253,172470,,2020,1
521253,173375,,2020,5
521252,172508,,2020,2
521252,172585,,2020,5
521252,173653,,2020,1
521251,173442,,2020,5
521247,172353,,2020,1
521247,173409,,2020,5
521246,172510,,2020,3
521245,172374,,2020,3
521245,173434,,2020,5
521245,173628,,2020,1
521244,173457,,2020,2
521243,172384,,2020,1
521241,172552,,2020,1
521241,173572,,2020,9
521241,173622,,2020,1
521240,173666,,2020,1
521237,172365,,2020,5
521232,173360,,2020,1
521229,174168,,2020,2
521222,173538,,2020,3
521217,174025,,2020,1
521216,173560,,2020,1
521213,173132,,2020,3
521211,173565,,2020,2
521211,173641,,2020,1
521210,173421,,2020,6
521198,173459,,2020,1
521191,173444,,2020,2
521190,173138,,2020,12
521189,173507,,2020,1
521188,173165,,2020,18
521185,173175,,2020,5
521184,173113,,2020,4
521182,173474,,2020,5
521178,173125,,2020,1
521178,174091,,2020,1
521176,173599,,2020,11
521176,174104,,2020,2
521174,174036,,2020,4
521173,173186,,2020,28
521170,173261,,2020,1
521169,173360,,2020,5
521168,173163,,2020,17
521165,173417,,2020,2
521165,173588,,2020,15
521163,174091,,2020,1
521162,173411,,2020,7
521160,173112,,2020,12
521155,172294,,2020,1
521153,173414,,2020,5
521152,172505,,2020,8
521152,173572,,2020,16
521151,174235,,2020,4
521149,174103,,2020,1
521148,172475,,2020,3
521146,174232,,2020,4
521144,172446,,2020,3
521144,173364,,2020,7
521144,173564,,2020,3
521142,172488,,2020,5
521142,173346,,2020,2
521140,173574,,2020,7
521138,172298,,2020,4
521133,172205,,2020,4
521130,173540,,2020,9
521129,173351,,2020,4
521128,173086,,2020,1
521127,174242,,2020,3
521124,173552,,2020,4
521123,172356,,2020,2
521123,173481,,2020,1
521120,173098,,2020,6
521120,173391,,2020,3
521118,173383,,2020,1
521115,173506,,2020,2
521115,173549,,2020,10
521114,172196,,2020,2
521112,172339,,2020,1
521109,172289,,2020,6
521109,172304,,2020,1
521109,172329,,2020,1
521106,172203,,2020,3
521106,172334,,2020,2
521103,173495,,2020,2
521101,173506,,2020,7
521099,172271,,2020,1
521098,174266,,2020,1
521095,173403,,2020,3
521093,173140,,2020,1
521092,173164,,2020,7
521089,173131,,2020,16
521086,174250,,2020,21
521083,173528,,2020,2
521082,173506,,2020,5
521080,172260,,2020,1
521079,173328,,2020,3
521079,173640,,2020,13
521078,173323,,2020,29
521077,173502,,2020,4
521074,172186,,2020,5
521074,173371,,2020,3
521073,173480,,2020,2
521072,173337,,2020,7
521072,173371,,2020,5
521069,172432,,2020,3
521067,172443,,2020,6
521066,173461,,2020,2
521066,173577,,2020,3
521064,172337,,2020,10
521064,173551,,2020,6
521063,173471,,2020,1
521062,173447,,2020,2
521062,173595,,2020,4
521060,173651,,2020,8
521058,173666,,2020,12
521057,173361,,2020,4
521057,173551,,2020,7
521055,173344,,2020,12
521055,173501,,2020,1
521053,173427,,2020,9
521052,172431,,2020,1
521048,173357,,2020,9
521047,173589,,2020,8
521046,173533,,2020,6
521046,173650,,2020,4
521042,172423,,2020,2
521039,173658,,2020,11
521035,173472,,2020,8
521034,173677,,2020,2
521032,173683,,2020,4
521027,174269,,2020,3
521026,173484,,2020,11
521026,173514,,2020,2
521024,172303,,2020,5
521024,174254,,2020,1
521020,173582,,2020,28
521018,173653,,2020,26
521015,172255,,2020,1
521015,173684,,2020,4
521014,172411,,2020,2
521013,174123,,2020,3
521011,174256,,2020,1
521008,174082,,2020,2
521006,172293,,2020,2
521006,174330,,2020,15
521005,173486,,2020,1
521003,174272,,2020,3
521002,173546,,2020,48
521002,174085,,2020,4
521000,173627,,2020,23
520999,173636,,2020,5
520998,172712,,2020,1
520998,174304,,2020,5
520995,172126,,2020,1
520995,173602,,2020,13
520994,173651,,2020,2
520992,172277,,2020,1
520987,173661,,2020,4
520981,173562,,2020,17
520979,174291,,2020,6
520979,174294,,2020,5
520978,173675,,2020,21
520978,174308,,2020,2
520975,174296,,2020,3
520973,172234,,2020,2
520970,174330,,2020,1
520966,174290,,2020,4
520959,172219,,2020,2
520954,174383,,2020,9
520951,174353,,2020,12
520947,172313,,2020,1
520947,174104,,2020,4
520946,174340,,2020,1
520944,172026,,2020,5
520943,174328,,2020,3
520936,173589,,2020,13
520936,174055,,2020,9
520935,172019,,2020,3
520933,174347,,2020,6
520932,174385,,2020,6
520931,174321,,2020,4
520929,174329,,2020,4
520929,174337,,2020,2
520925,174381,,2020,2
520922,172607,,2020,3
520921,172016,,2020,3
520917,173593,,2020,6
520915,174398,,2020,1
520910,172379,,2020,2
520910,174378,,2020,2
520909,172734,,2020,3
520902,174357,,2020,1
520901,172401,,2020,1
520901,174411,,2020,4
520894,171988,,2020,5
520892,174374,,2020,7
520884,172402,,2020,1
520883,174396,,2020,4
520880,174367,,2020,2
520879,174429,,2020,3
520875,174417,,2020,1
520874,172155,,2020,2
520866,172156,,2020,3
520865,174454,,2020,4
520862,174384,,2020,1
520858,174410,,2020,11
520856,174461,,2020,1
520855,174468,,2020,1
520851,174305,,2020,11
520848,174412,,2020,2
520847,172378,,2020,1
520845,174424,,2020,1
520844,172124,,2020,4
520844,174415,,2020,1
520841,174464,,2020,1
520838,172197,,2020,2
520835,172135,,2020,5
520835,172224,,2020,2
520834,174436,,2020,1
520833,172377,,2020,3
520832,174458,,2020,1
520831,172108,,2020,1
520826,174471,,2020,5
520823,172200,,2020,1
520822,172201,,2020,4
520821,174279,,2020,13
520821,174443,,2020,2
520815,174438,,2020,9
520810,174453,,2020,16
520809,174293,,2020,6
520808,174477,,2020,4
520806,174114,,2020,14
520806,174274,,2020,3
520805,173580,,2020,27
520804,172198,,2020,1
520804,174419,,2020,14
520803,174431,,2020,1
520800,172198,,2020,3
520796,174438,,2020,5
520795,174498,,2020,3
520792,174421,,2020,1
520792,174475,,2020,12
520792,174496,,2020,5
520790,172621,,2020,1
520786,172122,,2020,5
520785,174128,,2020,3
520785,174462,,2020,11
520777,174452,,2020,2
520775,174418,,2020,2
520775,174483,,2020,7
520772,174086,,2020,3
520772,174462,,2020,33
520763,174424,,2020,2
520763,174450,,2020,1
520762,174333,,2020,6
520760,174481,,2020,3
520757,172227,,2020,2
520757,174074,,2020,3
520756,174208,,2020,14
520756,174437,,2020,12
520755,174091,,2020,2
520755,174225,,2020,2
520745,174183,,2020,13
520745,174350,,2020,5
520741,171854,,2020,3
520741,174238,,2020,25
520740,174347,,2020,4
520738,173559,,2020,2
520734,174332,,2020,5
520732,173331,,2020,2
520731,174274,,2020,26
520729,174178,,2020,2
520719,172245,,2020,14
520718,173352,,2020,3
520716,172366,,2020,3
520709,173104,,2020,3
520705,172238,,2020,26
520697,173365,,2020,1
520694,172902,,2020,1
520692,174074,,2020,4
520689,173358,,2020,2
520687,172907,,2020,1
520685,174125,,2020,6
520682,173377,,2020,1
520674,173365,,2020,3
520672,173828,,2020,32
520671,174103,,2020,3
520671,174166,,2020,9
520669,173048,,2020,2
520667,173348,,2020,2
520666,174029,,2020,2
520664,173039,,2020,2
520664,173378,,2020,1
520661,172920,,2020,19
520659,173031,,2020,1
520654,173028,,2020,3
520651,174499,,2020,1
520648,174023,,2020,6
520648,174168,,2020,11
520646,173013,,2020,3
520642,172990,,2020,3
520642,173401,,2020,1
520639,174483,,2020,1
520638,173780,,2020,8
520631,173017,,2020,3
520629,173013,,2020,8
520627,172089,,2020,2
520625,174014,,2020,1
520621,173344,,2020,1
520618,172532,,2020,4
520618,172617,,2020,2
520617,173367,,2020,2
520615,173114,,2020,3
520613,172516,,2020,2
520610,172085,,2020,13
520610,173386,,2020,3
520609,173348,,2020,1
520609,173405,,2020,3
520608,173299,,2020,8
520606,173433,,2020,8
520605,173364,,2020,7
520601,174194,,2020,10
520598,173341,,2020,1
520596,172908,,2020,1
520596,174516,,2020,2
520595,173292,,2020,1
520592,173282,,2020,9
520591,174134,,2020,4
520591,174509,,2020,5
520590,174385,,2020,1
520589,172911,,2020,4
520589,173466,,2020,8
520588,173229,,2020,7
520588,173420,,2020,1
520586,173259,,2020,15
520586,173481,,2020,1
520585,173301,,2020,4
520584,173375,,2020,1
520583,173341,,2020,6
520582,173224,,2020,2
520580,174187,,2020,16
520577,173452,,2020,1
520577,173458,,2020,2
520574,173993,,2020,2
520574,174506,,2020,4
520570,173494,,2020,2
520566,173283,,2020,3
520563,173469,,2020,3
520561,173286,,2020,5
520561,174468,,2020,3
520559,173239,,2020,1
520559,173242,,2020,4
520559,173516,,2020,1
520556,173516,,2020,2
520553,173967,,2020,4
520551,174473,,2020,3
520546,173249,,2020,8
520544,174488,,2020,3
520540,174128,,2020,3
520538,173778,,2020,4
520537,173509,,2020,3
520535,173292,,2020,5
520534,172515,,2020,7
520532,173804,,2020,14
520529,172493,,2020,1
520524,173250,,2020,7
520524,173962,,2020,3
520524,174132,,2020,9
520521,172501,,2020,4
520518,172076,,2020,5
520518,173292,,2020,1
520516,174117,,2020,2
520514,174036,,2020,2
520513,173304,,2020,5
520513,173959,,2020,2
520511,174015,,2020,2
520509,173262,,2020,5
520508,171827,,2020,6
520508,172096,,2020,11
520504,173803,,2020,1
520503,174098,,2020,6
520502,174474,,2020,5
520500,174507,,2020,8
520493,173297,,2020,5
520490,173244,,2020,2
520486,173959,,2020,1
520481,173959,,2020,2
520476,173955,,2020,1
520471,171807,,2020,2
520471,171854,,2020,1
520457,173264,,2020,10
520453,172609,,2020,1
520453,172746,,2020,11
520450,172728,,2020,3
520441,172734,,2020,1
520441,173278,,2020,3
520440,172720,,2020,3
520440,174441,,2020,1
520435,173273,,2020,2
520434,172617,,2020,1
520429,174424,,2020,1
520429,174434,,2020,3
520420,174425,,2020,4
520416,173929,,2020,1
520413,173318,,2020,5
520411,171775,,2020,3
520404,173323,,2020,9
520402,173690,,2020,20
520399,173286,,2020,5
520398,172764,,2020,3
520396,172744,,2020,3
520390,173280,,2020,18
520390,173466,,2020,12
520389,172755,,2020,2
520387,173329,,2020,6
520387,173332,,2020,13
520381,173227,,2020,2
520378,173213,,2020,15
520375,172624,,2020,2
520375,172631,,2020,2
520375,173179,,2020,9
520373,173287,,2020,8
520369,173260,,2020,43
520368,172628,,2020,1
520368,172759,,2020,3
520367,173203,,2020,13
520365,173288,,2020,12
520364,172717,,2020,4
520361,172627,,2020,2
520361,172704,,2020,3
520355,172701,,2020,2
520353,172670,,2020,1
520351,172635,,2020,1
520349,173300,,2020,8
520345,172650,,2020,2
520342,173173,,2020,6
520341,172632,,2020,1
520339,172721,,2020,1
520337,172688,,2020,2
520336,172863,,2020,1
520335,173174,,2020,5
520330,173303,,2020,4
520330,173347,,2020,6
520325,173198,,2020,2
